lines,chars,tokens,comments,functions,max_nesting,comment_ratio,cwe,cve_id,instance_idx,code_type
11,283,22,0,2,1,0.0,CWE-264,CVE-2016-6786,3,before_change
12,333,32,0,0,1,0.0,CWE-264,CVE-2016-6786,4,before_change
49,1160,126,0,2,3,0.0,CWE-264,CVE-2016-6786,5,before_change
15,445,41,0,0,1,0.0,CWE-264,CVE-2016-6786,6,before_change
13,268,28,3,2,1,0.23076923076923078,CWE-264,CVE-2016-6786,7,before_change
285,6606,714,65,0,3,0.22807017543859648,CWE-264,CVE-2016-6786,8,before_change
7,183,23,0,2,1,0.0,CWE-264,CVE-2016-6786,9,before_change
26,692,83,0,2,2,0.0,CWE-264,CVE-2016-3857,0,before_change
38,965,113,1,2,2,0.02631578947368421,CWE-264,CVE-2016-3857,1,before_change
46,1152,135,0,2,2,0.0,CWE-264,CVE-2016-3841,0,before_change
161,3965,436,10,2,4,0.062111801242236024,CWE-264,CVE-2016-3841,1,before_change
31,874,100,0,0,2,0.0,CWE-264,CVE-2016-3841,2,before_change
187,4459,462,11,2,3,0.058823529411764705,CWE-264,CVE-2016-3841,3,before_change
25,438,56,3,2,1,0.12,CWE-264,CVE-2016-3841,4,before_change
164,3906,403,9,2,4,0.054878048780487805,CWE-264,CVE-2016-3841,5,before_change
25,568,70,1,2,2,0.04,CWE-264,CVE-2016-3841,6,before_change
71,1874,212,0,0,2,0.0,CWE-264,CVE-2016-3841,7,before_change
157,3810,397,11,2,3,0.07006369426751592,CWE-264,CVE-2016-3841,8,before_change
201,5295,597,28,0,3,0.13930348258706468,CWE-264,CVE-2016-3841,9,before_change
37,895,104,0,2,3,0.0,CWE-264,CVE-2016-3841,10,before_change
149,3979,446,26,0,2,0.174496644295302,CWE-264,CVE-2016-3841,11,before_change
27,783,89,0,0,1,0.0,CWE-264,CVE-2016-3841,12,before_change
734,15410,1679,24,6,5,0.0326975476839237,CWE-264,CVE-2016-3841,13,before_change
17,496,50,0,0,3,0.0,CWE-264,CVE-2016-3841,14,before_change
34,894,103,1,2,2,0.029411764705882353,CWE-264,CVE-2016-3841,15,before_change
339,6886,752,2,2,5,0.0058997050147492625,CWE-264,CVE-2016-3841,16,before_change
12,284,37,0,2,1,0.0,CWE-264,CVE-2014-4014,0,before_change
26,743,80,0,2,2,0.0,CWE-264,CVE-2014-4014,1,before_change
261,7059,838,80,2,5,0.3065134099616858,CWE-264,CVE-2014-4014,2,before_change
8,186,21,0,2,1,0.0,CWE-264,CVE-2014-4014,3,before_change
39,906,103,12,2,2,0.3076923076923077,CWE-264,CVE-2014-4014,4,before_change
51,1354,149,10,2,2,0.19607843137254902,CWE-264,CVE-2014-4014,5,before_change
10,227,22,0,2,2,0.0,CWE-264,CVE-2015-1593,0,before_change
15,425,35,0,2,2,0.0,CWE-264,CVE-2015-1593,1,before_change
11,332,44,1,0,1,0.09090909090909091,CWE-264,CVE-2015-9016,0,before_change
21,566,75,0,2,3,0.0,CWE-264,CVE-2015-9016,1,before_change
50,1524,185,13,2,2,0.26,CWE-264,CVE-2015-9016,2,before_change
41,1173,130,10,2,2,0.24390243902439024,CWE-264,CVE-2015-9016,3,before_change
27,537,73,2,2,2,0.07407407407407407,CWE-264,CVE-2016-9644,0,before_change
41,1077,110,0,2,2,0.0,CWE-264,CVE-2016-9644,1,before_change
57,1694,203,28,4,2,0.49122807017543857,CWE-264,CVE-2016-9644,2,before_change
28,634,76,4,2,3,0.14285714285714285,CWE-264,CVE-2016-9644,3,before_change
80,1992,253,32,2,3,0.4,CWE-264,CVE-2016-9644,4,before_change
20,383,43,2,2,3,0.1,CWE-264,CVE-2016-9644,5,before_change
89,1892,218,0,2,4,0.0,CWE-264,CVE-2016-9644,6,before_change
9,317,43,0,2,1,0.0,CWE-264,CVE-2013-1979,0,before_change
101,2168,220,5,2,3,0.04950495049504951,CWE-264,CVE-2015-9004,0,before_change
25,694,77,0,2,1,0.0,CWE-264,CVE-2014-8133,0,before_change
31,637,76,4,2,2,0.12903225806451613,CWE-264,CVE-2014-8133,1,before_change
8,227,25,1,2,1,0.125,CWE-264,CVE-2016-3157,0,before_change
171,5737,837,103,0,2,0.6023391812865497,CWE-264,CVE-2016-3157,1,before_change
58,1511,152,0,2,1,0.0,CWE-264,CVE-2016-10200,0,before_change
101,2452,253,10,2,4,0.09900990099009901,CWE-264,CVE-2016-10200,1,before_change
90,2411,278,3,2,2,0.03333333333333333,CWE-264,CVE-2016-4997,0,before_change
90,2398,278,3,2,2,0.03333333333333333,CWE-264,CVE-2016-4997,1,before_change
54,1494,173,2,2,4,0.037037037037037035,CWE-264,CVE-2016-4997,2,before_change
55,1465,172,2,2,4,0.03636363636363636,CWE-264,CVE-2016-4997,3,before_change
100,2540,285,4,2,3,0.04,CWE-264,CVE-2016-8632,0,before_change
39,843,93,0,2,2,0.0,CWE-264,CVE-2016-8632,1,before_change
27,670,67,4,2,2,0.14814814814814814,CWE-264,CVE-2015-8955,0,before_change
25,508,62,4,0,2,0.16,CWE-264,CVE-2013-4299,0,before_change
103,2152,239,0,2,3,0.0,CWE-264,CVE-2016-9120,0,before_change
11,235,26,0,2,1,0.0,CWE-264,CVE-2016-9120,1,before_change
13,300,32,0,0,1,0.0,CWE-264,CVE-2016-9120,2,before_change
17,392,42,0,2,2,0.0,CWE-264,CVE-2016-9120,3,before_change
115,2494,221,0,2,2,0.0,CWE-264,CVE-2014-9870,0,before_change
9,211,29,0,2,1,0.0,CWE-264,CVE-2014-9870,1,before_change
155,4496,597,39,2,4,0.25161290322580643,CWE-264,CVE-2014-9870,2,before_change
32,887,90,1,2,2,0.03125,CWE-264,CVE-2014-9870,3,before_change
8,263,28,0,0,2,0.0,CWE-264,CVE-2016-10044,0,before_change
138,3075,368,20,6,4,0.14492753623188406,CWE-264,CVE-2013-6431,0,before_change
12,370,40,0,0,1,0.0,CWE-264,CVE-2014-9888,0,before_change
12,360,39,0,0,1,0.0,CWE-264,CVE-2014-9888,1,before_change
21,567,55,0,2,2,0.0,CWE-264,CVE-2016-10318,0,before_change
42,941,116,0,0,2,0.0,CWE-264,CVE-2015-2686,0,before_change
42,1073,138,2,0,2,0.047619047619047616,CWE-264,CVE-2015-2686,1,before_change
6,177,15,0,2,1,0.0,CWE-264,CVE-2016-4440,0,before_change
209,5594,462,20,2,2,0.09569377990430622,CWE-264,CVE-2016-4440,1,before_change
20,499,41,0,4,2,0.0,CWE-264,CVE-2016-4440,2,before_change
395,10545,1107,51,0,4,0.1291139240506329,CWE-264,CVE-2013-1858,0,before_change
27,615,70,4,2,1,0.14814814814814814,CWE-264,CVE-2013-1858,1,before_change
113,2540,256,25,0,3,0.22123893805309736,CWE-264,CVE-2013-1858,2,before_change
82,2244,252,5,2,2,0.06097560975609756,CWE-264,CVE-2012-2319,0,before_change
120,3035,373,3,4,4,0.025,CWE-264,CVE-2012-2319,1,before_change
59,1438,169,0,2,3,0.0,CWE-264,CVE-2012-2313,0,before_change
19,678,76,0,2,2,0.0,CWE-264,CVE-2013-4300,0,before_change
16,358,37,0,2,1,0.0,CWE-264,CVE-2013-1957,0,before_change
6,123,11,0,2,1,0.0,CWE-264,CVE-2014-8989,0,before_change
50,1142,135,0,2,3,0.0,CWE-264,CVE-2015-8966,0,before_change
55,1557,165,7,2,2,0.12727272727272726,CWE-264,CVE-2013-1774,0,before_change
74,1948,220,6,2,3,0.08108108108108109,CWE-264,CVE-2016-6187,0,before_change
13,315,41,0,2,2,0.0,CWE-264,CVE-2013-0914,0,before_change
54,1582,182,11,0,2,0.2037037037037037,CWE-264,CVE-2013-4470,0,before_change
114,2923,341,7,0,2,0.06140350877192982,CWE-264,CVE-2014-9922,0,before_change
161,4011,459,6,2,2,0.037267080745341616,CWE-264,CVE-2014-9922,1,before_change
35,816,102,5,2,2,0.14285714285714285,CWE-264,CVE-2013-1956,0,before_change
149,3392,386,13,0,3,0.087248322147651,CWE-264,CVE-2014-8159,0,before_change
67,1744,207,3,2,2,0.04477611940298507,CWE-362,CVE-2012-3552,0,before_change
28,714,79,0,2,2,0.0,CWE-362,CVE-2012-3552,1,before_change
37,1048,152,0,2,3,0.0,CWE-362,CVE-2012-3552,2,before_change
218,4588,519,0,2,4,0.0,CWE-362,CVE-2012-3552,3,before_change
112,3110,373,11,0,3,0.09821428571428571,CWE-362,CVE-2012-3552,4,before_change
153,3407,413,33,2,3,0.21568627450980393,CWE-362,CVE-2012-3552,5,before_change
84,2202,277,12,2,2,0.14285714285714285,CWE-362,CVE-2012-3552,6,before_change
49,1179,122,0,0,2,0.0,CWE-362,CVE-2012-3552,7,before_change
18,388,44,0,0,4,0.0,CWE-362,CVE-2012-3552,8,before_change
40,1018,117,7,2,2,0.175,CWE-362,CVE-2012-3552,9,before_change
44,1087,137,9,2,2,0.20454545454545456,CWE-362,CVE-2012-3552,10,before_change
119,2758,350,4,2,7,0.03361344537815126,CWE-362,CVE-2012-3552,11,before_change
166,4526,511,25,0,2,0.15060240963855423,CWE-362,CVE-2012-3552,12,before_change
227,5313,661,25,2,4,0.11013215859030837,CWE-362,CVE-2012-3552,13,before_change
39,927,122,7,2,3,0.1794871794871795,CWE-362,CVE-2012-3552,14,before_change
100,2379,286,13,2,3,0.13,CWE-362,CVE-2012-3552,15,before_change
83,2235,245,7,0,2,0.08433734939759036,CWE-362,CVE-2012-3552,16,before_change
95,2439,285,10,2,2,0.10526315789473684,CWE-362,CVE-2012-3552,17,before_change
11,277,33,0,2,1,0.0,CWE-362,CVE-2012-3552,18,before_change
18,454,48,0,2,2,0.0,CWE-362,CVE-2012-3552,19,before_change
68,1994,258,11,2,2,0.16176470588235295,CWE-362,CVE-2012-3552,20,before_change
47,1140,134,0,2,3,0.0,CWE-362,CVE-2012-3552,21,before_change
524,11913,1267,6,10,5,0.011450381679389313,CWE-362,CVE-2012-3552,22,before_change
58,1459,170,6,2,2,0.10344827586206896,CWE-362,CVE-2019-19537,0,before_change
17,407,44,0,2,1,0.0,CWE-362,CVE-2019-19537,1,before_change
108,2765,375,35,2,4,0.32407407407407407,CWE-362,CVE-2020-29369,0,before_change
26,659,72,2,2,2,0.07692307692307693,CWE-362,CVE-2020-29369,1,before_change
79,2014,199,4,2,2,0.05063291139240506,CWE-362,CVE-2021-4203,0,before_change
8,215,23,0,2,1,0.0,CWE-362,CVE-2021-4203,1,before_change
25,674,83,5,2,1,0.2,CWE-362,CVE-2022-41849,0,before_change
38,959,124,5,2,3,0.13157894736842105,CWE-362,CVE-2022-41849,1,before_change
8,234,23,0,2,1,0.0,CWE-362,CVE-2014-4652,0,before_change
32,799,92,0,2,2,0.0,CWE-362,CVE-2014-4652,1,before_change
89,2580,298,4,4,2,0.0449438202247191,CWE-362,CVE-2014-4652,2,before_change
60,1413,178,12,2,3,0.2,CWE-362,CVE-2020-29370,0,before_change
24,576,73,4,2,2,0.16666666666666666,CWE-362,CVE-2021-23133,0,before_change
153,4360,484,39,2,2,0.2549019607843137,CWE-362,CVE-2021-23133,1,before_change
76,2262,265,17,2,4,0.2236842105263158,CWE-362,CVE-2021-23133,2,before_change
27,639,63,0,2,2,0.0,CWE-362,CVE-2021-20261,0,before_change
22,615,58,0,2,2,0.0,CWE-362,CVE-2021-20261,1,before_change
97,2148,263,10,2,3,0.10309278350515463,CWE-362,CVE-2020-29372,0,before_change
63,1768,192,22,2,2,0.3492063492063492,CWE-362,CVE-2022-45869,0,before_change
59,1218,133,0,2,1,0.0,CWE-362,CVE-2022-45869,1,before_change
5,130,9,0,2,1,0.0,CWE-362,CVE-2020-27067,0,before_change
21,367,38,0,2,1,0.0,CWE-362,CVE-2020-27067,1,before_change
14,400,51,7,2,1,0.5,CWE-362,CVE-2021-44733,0,before_change
5,104,12,0,2,1,0.0,CWE-362,CVE-2021-44733,1,before_change
123,2728,315,0,0,3,0.0,CWE-362,CVE-2021-44733,2,before_change
13,232,29,0,2,1,0.0,CWE-362,CVE-2021-44733,3,before_change
18,417,51,0,0,1,0.0,CWE-362,CVE-2021-44733,4,before_change
101,3280,303,19,2,3,0.18811881188118812,CWE-362,CVE-2019-18683,0,before_change
65,1894,191,3,2,3,0.046153846153846156,CWE-362,CVE-2019-18683,1,before_change
87,2763,263,20,2,3,0.22988505747126436,CWE-362,CVE-2019-18683,2,before_change
24,634,62,1,2,2,0.041666666666666664,CWE-362,CVE-2019-18683,3,before_change
98,3172,302,20,2,3,0.20408163265306123,CWE-362,CVE-2019-18683,4,before_change
65,1894,191,3,2,3,0.046153846153846156,CWE-362,CVE-2019-18683,5,before_change
38,888,102,2,2,3,0.05263157894736842,CWE-362,CVE-2014-9529,0,before_change
18,396,39,0,2,2,0.0,CWE-362,CVE-2016-2069,0,before_change
13,365,28,0,2,1,0.0,CWE-362,CVE-2016-2069,1,before_change
65,1989,242,26,2,3,0.4,CWE-362,CVE-2016-2069,2,before_change
150,3606,410,9,2,3,0.06,CWE-362,CVE-2016-8655,0,before_change
212,4109,482,0,2,4,0.0,CWE-362,CVE-2016-8655,1,before_change
45,1189,140,4,2,3,0.08888888888888889,CWE-362,CVE-2023-6546,0,before_change
19,582,56,0,2,2,0.0,CWE-362,CVE-2021-39686,0,before_change
738,23754,2121,51,2,5,0.06910569105691057,CWE-362,CVE-2021-39686,1,before_change
44,1666,200,17,2,2,0.38636363636363635,CWE-362,CVE-2020-29368,0,before_change
25,663,76,0,4,2,0.0,CWE-362,CVE-2015-3212,0,before_change
75,2056,241,15,2,4,0.2,CWE-362,CVE-2015-3212,1,before_change
137,3913,431,36,2,2,0.26277372262773724,CWE-362,CVE-2015-3212,2,before_change
133,4289,523,43,2,4,0.3233082706766917,CWE-362,CVE-2015-3212,3,before_change
35,633,73,0,2,3,0.0,CWE-362,CVE-2014-2672,0,before_change
95,2229,235,4,2,4,0.042105263157894736,CWE-362,CVE-2023-1582,0,before_change
39,1026,108,0,2,2,0.0,CWE-362,CVE-2023-1582,1,before_change
51,1235,145,0,0,2,0.0,CWE-362,CVE-2018-5873,0,before_change
62,1612,180,9,2,2,0.14516129032258066,CWE-362,CVE-2016-10906,0,before_change
53,1323,143,5,2,3,0.09433962264150944,CWE-362,CVE-2016-10906,1,before_change
3,68,6,0,2,1,0.0,CWE-362,CVE-2022-20567,0,before_change
55,1161,136,9,2,2,0.16363636363636364,CWE-362,CVE-2022-20567,1,before_change
54,1104,122,8,2,2,0.14814814814814814,CWE-362,CVE-2018-5814,0,before_change
25,477,51,1,2,1,0.04,CWE-362,CVE-2018-5814,1,before_change
86,2093,257,13,2,2,0.1511627906976744,CWE-362,CVE-2018-5814,2,before_change
13,235,34,0,2,2,0.0,CWE-362,CVE-2018-5814,3,before_change
14,327,42,0,2,1,0.0,CWE-362,CVE-2018-5814,4,before_change
29,583,74,3,2,1,0.10344827586206896,CWE-362,CVE-2018-5814,5,before_change
27,663,71,2,2,3,0.07407407407407407,CWE-362,CVE-2018-5814,6,before_change
13,252,27,0,0,1,0.0,CWE-362,CVE-2018-5814,7,before_change
28,745,75,0,2,2,0.0,CWE-362,CVE-2022-3028,0,before_change
315,8421,927,45,0,4,0.14285714285714285,CWE-362,CVE-2017-1000112,0,before_change
142,3285,363,10,2,4,0.07042253521126761,CWE-362,CVE-2017-1000112,1,before_change
55,1272,153,4,6,3,0.07272727272727272,CWE-362,CVE-2017-1000112,2,before_change
253,6426,717,30,0,4,0.11857707509881422,CWE-362,CVE-2017-1000112,3,before_change
47,1288,138,1,2,3,0.02127659574468085,CWE-362,CVE-2023-2006,0,before_change
15,392,38,0,0,2,0.0,CWE-362,CVE-2023-2006,1,before_change
82,2096,238,2,0,2,0.024390243902439025,CWE-362,CVE-2023-2006,2,before_change
12,233,30,0,2,1,0.0,CWE-362,CVE-2023-2006,3,before_change
62,1378,138,0,0,3,0.0,CWE-362,CVE-2023-2006,4,before_change
9,224,23,0,2,1,0.0,CWE-362,CVE-2015-8839,0,before_change
155,4140,455,27,2,2,0.17419354838709677,CWE-362,CVE-2015-8839,1,before_change
28,642,62,0,2,2,0.0,CWE-362,CVE-2015-8839,2,before_change
87,2414,245,8,2,3,0.09195402298850575,CWE-362,CVE-2015-8839,3,before_change
31,753,74,0,2,2,0.0,CWE-362,CVE-2015-8839,4,before_change
5,149,14,0,2,1,0.0,CWE-362,CVE-2015-8839,5,before_change
159,4060,429,26,2,3,0.16352201257861634,CWE-362,CVE-2015-8839,6,before_change
5,159,15,0,2,1,0.0,CWE-362,CVE-2015-8839,7,before_change
122,3107,329,19,2,2,0.1557377049180328,CWE-362,CVE-2015-8839,8,before_change
126,3405,342,17,2,2,0.1349206349206349,CWE-362,CVE-2015-8839,9,before_change
35,1112,122,4,2,1,0.11428571428571428,CWE-362,CVE-2012-4508,0,before_change
55,1505,141,0,2,2,0.0,CWE-362,CVE-2012-4508,1,before_change
92,2531,274,11,2,2,0.11956521739130435,CWE-362,CVE-2012-4508,2,before_change
29,610,66,0,2,2,0.0,CWE-362,CVE-2020-25285,0,before_change
23,566,62,0,2,1,0.0,CWE-362,CVE-2020-25285,1,before_change
166,4556,507,35,4,3,0.21084337349397592,CWE-362,CVE-2016-10741,0,before_change
13,248,29,0,2,1,0.0,CWE-362,CVE-2016-7911,0,before_change
12,240,31,0,0,1,0.0,CWE-362,CVE-2020-0305,0,before_change
7,221,29,0,2,1,0.0,CWE-362,CVE-2022-3567,0,before_change
21,545,66,0,2,2,0.0,CWE-362,CVE-2022-3567,1,before_change
25,501,59,0,2,1,0.0,CWE-362,CVE-2022-3567,2,before_change
12,346,45,0,2,1,0.0,CWE-362,CVE-2022-3567,3,before_change
7,219,28,0,2,1,0.0,CWE-362,CVE-2022-3567,4,before_change
39,1197,130,1,2,3,0.02564102564102564,CWE-362,CVE-2017-15265,0,before_change
515,13153,1366,43,2,5,0.08349514563106795,CWE-362,CVE-2022-20148,0,before_change
220,5402,539,11,2,4,0.05,CWE-362,CVE-2022-3566,0,before_change
10,338,39,0,2,1,0.0,CWE-362,CVE-2022-3566,1,before_change
618,13024,1452,27,4,5,0.043689320388349516,CWE-362,CVE-2022-3566,2,before_change
11,367,41,0,2,1,0.0,CWE-362,CVE-2022-3566,3,before_change
100,2848,294,10,2,3,0.1,CWE-362,CVE-2016-2545,0,before_change
44,1444,193,19,2,1,0.4318181818181818,CWE-362,CVE-2023-4732,0,before_change
105,2720,298,16,4,3,0.1523809523809524,CWE-362,CVE-2023-4732,1,before_change
52,1273,160,13,2,2,0.25,CWE-362,CVE-2023-4732,2,before_change
36,1029,109,1,2,3,0.027777777777777776,CWE-362,CVE-2023-4732,3,before_change
76,1911,208,0,2,4,0.0,CWE-362,CVE-2022-23037,0,before_change
67,1662,191,9,0,4,0.13432835820895522,CWE-362,CVE-2021-39713,0,before_change
112,3110,353,12,2,4,0.10714285714285714,CWE-362,CVE-2021-39713,1,before_change
117,2899,351,4,2,3,0.03418803418803419,CWE-362,CVE-2021-39713,2,before_change
153,3814,451,6,4,3,0.0392156862745098,CWE-362,CVE-2021-39713,3,before_change
84,2155,267,1,2,2,0.011904761904761904,CWE-362,CVE-2021-39713,4,before_change
49,1029,121,5,0,2,0.10204081632653061,CWE-362,CVE-2020-12114,0,before_change
31,1020,118,11,2,1,0.3548387096774194,CWE-362,CVE-2020-12114,1,before_change
6,183,21,0,2,1,0.0,CWE-362,CVE-2020-12114,2,before_change
11,332,36,0,2,1,0.0,CWE-362,CVE-2020-12114,3,before_change
6,184,23,1,2,1,0.16666666666666666,CWE-362,CVE-2020-12114,4,before_change
15,229,20,0,2,1,0.0,CWE-362,CVE-2020-12114,5,before_change
7,174,22,0,2,1,0.0,CWE-362,CVE-2020-12114,6,before_change
12,295,32,0,2,2,0.0,CWE-362,CVE-2020-12114,7,before_change
51,989,123,0,2,2,0.0,CWE-362,CVE-2019-6974,0,before_change
8,151,16,0,2,1,0.0,CWE-362,CVE-2020-11884,0,before_change
25,575,62,0,2,3,0.0,CWE-362,CVE-2020-11884,1,before_change
61,1706,156,4,2,3,0.06557377049180328,CWE-362,CVE-2016-2547,0,before_change
12,373,31,0,2,1,0.0,CWE-362,CVE-2016-2547,1,before_change
44,1206,105,0,2,4,0.0,CWE-362,CVE-2016-2547,2,before_change
19,653,53,1,2,3,0.05263157894736842,CWE-362,CVE-2016-2547,3,before_change
28,788,91,5,2,1,0.17857142857142858,CWE-362,CVE-2017-18224,0,before_change
16,448,55,0,2,2,0.0,CWE-362,CVE-2022-45887,0,before_change
15,307,37,0,2,2,0.0,CWE-362,CVE-2016-2546,0,before_change
56,1454,158,0,2,2,0.0,CWE-362,CVE-2016-2546,1,before_change
26,580,70,0,2,2,0.0,CWE-362,CVE-2016-2546,2,before_change
59,1697,151,0,2,4,0.0,CWE-362,CVE-2016-2546,3,before_change
59,1928,206,2,2,2,0.03389830508474576,CWE-362,CVE-2014-2706,0,before_change
123,3379,353,11,0,5,0.08943089430894309,CWE-362,CVE-2014-2706,1,before_change
32,855,96,0,2,2,0.0,CWE-362,CVE-2016-6130,0,before_change
8,241,22,0,2,1,0.0,CWE-362,CVE-2013-0871,0,before_change
48,1410,157,21,2,2,0.4375,CWE-362,CVE-2013-0871,1,before_change
32,668,77,0,2,3,0.0,CWE-362,CVE-2018-17972,0,before_change
8,205,19,0,2,1,0.0,CWE-362,CVE-2019-2213,0,before_change
30,876,71,0,2,3,0.0,CWE-362,CVE-2019-2213,1,before_change
31,832,91,2,2,2,0.06451612903225806,CWE-362,CVE-2012-3511,0,before_change
147,3439,432,15,2,3,0.10204081632653061,CWE-362,CVE-2016-0723,0,before_change
18,449,38,0,2,2,0.0,CWE-362,CVE-2023-35826,0,before_change
12,266,32,0,2,2,0.0,CWE-362,CVE-2018-12232,0,before_change
19,367,47,0,2,2,0.0,CWE-362,CVE-2018-12232,1,before_change
58,1511,152,0,2,1,0.0,CWE-362,CVE-2016-10200,0,before_change
38,862,96,2,2,2,0.05263157894736842,CWE-362,CVE-2017-18249,0,before_change
214,5102,527,10,2,4,0.04672897196261682,CWE-362,CVE-2021-20321,0,before_change
32,630,77,0,2,3,0.0,CWE-362,CVE-2022-23040,0,before_change
30,851,83,8,2,2,0.26666666666666666,CWE-362,CVE-2022-28796,0,before_change
24,720,49,0,2,3,0.0,CWE-362,CVE-2022-28796,1,before_change
18,474,39,0,2,1,0.0,CWE-362,CVE-2023-35828,0,before_change
125,2871,329,19,2,5,0.152,CWE-362,CVE-2020-29374,0,before_change
5,172,18,0,2,1,0.0,CWE-362,CVE-2020-29374,1,before_change
45,1241,160,15,2,2,0.3333333333333333,CWE-362,CVE-2020-29374,2,before_change
48,1159,123,2,2,3,0.041666666666666664,CWE-362,CVE-2020-29374,3,before_change
5,166,18,0,2,1,0.0,CWE-362,CVE-2020-29374,4,before_change
6,114,13,0,2,1,0.0,CWE-362,CVE-2021-3752,0,before_change
50,1148,140,8,2,3,0.16,CWE-362,CVE-2021-3752,1,before_change
72,1886,215,4,2,3,0.05555555555555555,CWE-362,CVE-2023-42756,0,before_change
23,638,61,0,2,1,0.0,CWE-362,CVE-2023-32250,0,before_change
4,87,9,0,2,1,0.0,CWE-362,CVE-2023-32250,1,before_change
4,91,9,0,2,1,0.0,CWE-362,CVE-2023-32250,2,before_change
57,1992,195,5,2,1,0.08771929824561403,CWE-362,CVE-2023-32250,3,before_change
27,679,78,5,2,2,0.18518518518518517,CWE-362,CVE-2023-32250,4,before_change
173,4920,456,4,4,3,0.023121387283236993,CWE-362,CVE-2023-32250,5,before_change
42,968,114,1,2,2,0.023809523809523808,CWE-362,CVE-2015-7613,0,before_change
48,889,110,0,2,2,0.0,CWE-362,CVE-2015-7613,1,before_change
24,682,73,1,2,1,0.041666666666666664,CWE-362,CVE-2014-3940,0,before_change
76,2002,229,16,4,4,0.21052631578947367,CWE-362,CVE-2020-0030,0,before_change
42,1308,136,3,0,2,0.07142857142857142,CWE-362,CVE-2017-7533,0,before_change
123,3154,313,4,2,3,0.032520325203252036,CWE-362,CVE-2017-7533,1,before_change
34,883,100,2,4,2,0.058823529411764705,CWE-362,CVE-2017-7533,2,before_change
17,377,45,1,0,1,0.058823529411764705,CWE-362,CVE-2021-4202,0,before_change
13,433,48,0,2,1,0.0,CWE-362,CVE-2013-7026,0,before_change
88,1931,204,1,0,5,0.011363636363636364,CWE-362,CVE-2013-7026,1,before_change
153,3240,382,9,2,3,0.058823529411764705,CWE-362,CVE-2013-7026,2,before_change
64,1993,221,13,2,2,0.203125,CWE-362,CVE-2016-5195,0,before_change
137,3470,430,32,0,3,0.23357664233576642,CWE-362,CVE-2016-5195,1,before_change
35,947,114,7,2,2,0.2,CWE-362,CVE-2022-41850,0,before_change
4,86,9,0,2,1,0.0,CWE-362,CVE-2022-20154,0,before_change
49,1334,194,14,2,2,0.2857142857142857,CWE-362,CVE-2022-20154,1,before_change
36,793,103,7,2,2,0.19444444444444445,CWE-362,CVE-2022-20154,2,before_change
94,2305,249,0,2,3,0.0,CWE-362,CVE-2017-6346,0,before_change
23,417,48,0,2,2,0.0,CWE-362,CVE-2017-6346,1,before_change
26,526,57,1,2,2,0.038461538461538464,CWE-362,CVE-2020-27675,0,before_change
21,335,40,1,2,1,0.047619047619047616,CWE-362,CVE-2020-27675,1,before_change
16,345,29,0,2,2,0.0,CWE-362,CVE-2020-27675,2,before_change
8,226,22,0,2,1,0.0,CWE-362,CVE-2020-27675,3,before_change
14,349,36,3,2,1,0.21428571428571427,CWE-362,CVE-2016-2544,0,before_change
5,107,13,0,2,1,0.0,CWE-362,CVE-2023-35823,0,before_change
43,1159,122,8,2,1,0.18604651162790697,CWE-362,CVE-2018-8897,0,before_change
73,1513,170,0,2,3,0.0,CWE-362,CVE-2023-3108,0,before_change
26,509,74,0,2,2,0.0,CWE-362,CVE-2023-3108,1,before_change
5,146,14,0,0,1,0.0,CWE-362,CVE-2023-32254,0,before_change
16,385,45,1,0,1,0.0625,CWE-362,CVE-2021-32399,0,before_change
29,631,63,1,2,2,0.034482758620689655,CWE-362,CVE-2017-12146,0,before_change
99,2428,323,20,6,3,0.20202020202020202,CWE-362,CVE-2014-9710,0,before_change
268,6415,776,56,4,6,0.208955223880597,CWE-362,CVE-2014-9710,1,before_change
39,1022,118,6,2,2,0.15384615384615385,CWE-362,CVE-2015-8767,0,before_change
35,913,100,4,2,2,0.11428571428571428,CWE-362,CVE-2015-8767,1,before_change
31,844,90,4,2,2,0.12903225806451613,CWE-362,CVE-2015-8767,2,before_change
77,2209,251,11,14,2,0.14285714285714285,CWE-362,CVE-2020-12652,0,before_change
53,1666,185,4,2,2,0.07547169811320754,CWE-362,CVE-2020-12652,1,before_change
39,986,114,1,2,2,0.02564102564102564,CWE-362,CVE-2020-12652,2,before_change
38,749,96,1,2,2,0.02631578947368421,CWE-362,CVE-2020-36557,0,before_change
52,1451,187,4,0,1,0.07692307692307693,CWE-362,CVE-2020-36557,1,before_change
99,2696,255,3,2,3,0.030303030303030304,CWE-362,CVE-2022-1048,0,before_change
25,677,54,0,2,2,0.0,CWE-362,CVE-2022-1048,1,before_change
126,3666,346,3,2,2,0.023809523809523808,CWE-362,CVE-2022-1048,2,before_change
27,831,78,1,2,2,0.037037037037037035,CWE-362,CVE-2022-1048,3,before_change
9,236,21,0,2,1,0.0,CWE-362,CVE-2023-35829,0,before_change
22,465,51,2,2,3,0.09090909090909091,CWE-362,CVE-2018-7995,0,before_change
447,10790,1216,127,0,4,0.2841163310961969,CWE-362,CVE-2022-1729,0,before_change
68,1627,194,4,2,2,0.058823529411764705,CWE-362,CVE-2018-12633,0,before_change
62,1099,130,1,2,3,0.016129032258064516,CWE-362,CVE-2016-7916,0,before_change
69,1853,202,7,2,2,0.10144927536231885,CWE-362,CVE-2022-23042,0,before_change
107,2789,306,7,2,4,0.06542056074766354,CWE-362,CVE-2022-23042,1,before_change
