cwe,cve_id,lines,chars,functions_detected,calls_detected,variables_detected,pointers_detected,arrays_detected,conditionals_detected,loops_detected,ast_success,vulnerability_indicators,indicator_count
CWE-401,CVE-2019-19059,132,4280,1,39,10,86,3,8,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-401,CVE-2021-45480,185,5020,0,45,11,54,4,18,2,True,"['pointer_operations', 'array_operations']",2
CWE-401,CVE-2021-4002,102,2643,1,39,9,9,0,8,1,True,['pointer_operations'],1
CWE-401,CVE-2019-19054,45,1324,1,13,3,22,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2020-14381,20,404,1,4,1,8,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2020-14381,31,850,1,5,1,6,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2020-14381,207,6306,1,37,9,30,0,15,0,True,['pointer_operations'],1
CWE-416,CVE-2018-10876,16,374,1,3,3,2,0,2,1,True,['pointer_operations'],1
CWE-416,CVE-2018-10876,458,12393,0,173,24,83,4,63,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2018-10876,80,2103,0,37,4,5,0,9,0,True,['pointer_operations'],1
CWE-416,CVE-2018-10876,112,3291,1,41,8,63,1,10,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2018-10876,88,2341,0,44,4,8,0,9,0,True,['pointer_operations'],1
CWE-416,CVE-2016-9576,35,813,1,9,7,7,0,6,1,True,['pointer_operations'],1
CWE-416,CVE-2018-9465,17,405,1,4,2,6,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2018-9465,17,431,1,2,1,2,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2018-9465,38,852,1,8,3,10,0,6,1,True,['pointer_operations'],1
CWE-416,CVE-2022-42703,18,473,0,2,1,5,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-42703,47,1039,1,16,5,8,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2022-42703,60,1599,1,9,4,12,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2022-42703,48,1430,1,9,6,12,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-42703,53,1409,1,12,6,22,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,14,277,1,4,2,5,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,25,579,1,1,4,11,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,12,337,1,7,2,13,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,77,1933,1,20,7,43,3,10,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1786,19,381,1,7,2,5,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,38,901,1,17,3,29,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,33,916,1,16,3,28,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,14,369,1,2,2,12,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,8,252,1,2,2,6,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,21,579,1,6,3,19,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,60,1574,1,16,7,17,0,7,2,True,['pointer_operations'],1
CWE-416,CVE-2022-1786,47,1320,1,15,5,17,1,8,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1786,33,1211,1,23,8,13,1,1,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-3841,31,874,0,11,6,21,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,118,3354,0,43,12,90,0,11,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,157,3810,1,27,12,91,2,21,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-3841,37,895,1,12,5,25,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,27,783,0,9,7,16,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,161,3965,1,31,14,77,1,32,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-3841,25,438,1,8,4,7,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,339,6886,1,51,12,144,0,44,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,149,3979,0,39,12,62,0,11,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2016-3841,201,5295,0,63,14,87,0,16,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2016-3841,25,568,1,10,5,8,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,183,4467,1,37,14,92,1,38,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-3841,164,3906,1,30,10,107,2,27,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-3841,71,1874,0,22,6,37,0,20,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,294,7272,1,61,19,136,2,59,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-3841,734,15410,1,85,21,181,0,114,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,187,4459,1,32,12,119,2,24,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-3841,17,496,0,6,3,10,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2016-3841,20,508,0,2,4,18,0,5,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2016-3841,46,1152,1,16,9,28,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3439,7,144,1,3,1,3,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3439,22,485,1,8,2,4,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,23,497,1,8,4,10,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,46,1274,1,9,5,11,0,7,2,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,30,962,1,11,2,14,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,8,174,1,3,1,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,5,156,1,1,2,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,67,2111,0,37,2,76,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,56,1445,1,11,8,20,0,9,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,16,303,1,5,2,1,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3389,57,1670,1,10,5,39,1,12,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1679,48,1014,1,10,6,10,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2023-4611,110,2370,1,28,6,13,1,22,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-4611,10,232,1,5,3,1,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,87,1656,1,15,9,19,7,10,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-3863,12,238,0,2,2,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,28,628,1,7,4,4,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,54,1149,1,13,7,14,0,4,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2023-3863,6,115,0,1,1,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,48,844,1,10,6,9,3,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-3863,24,523,1,6,2,8,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,121,2733,1,24,8,50,0,13,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,14,313,1,2,2,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,10,199,1,4,2,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3863,65,1301,1,10,7,21,13,11,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2019-11487,4,106,1,1,2,1,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2019-11487,111,2384,1,11,6,32,0,11,1,True,['pointer_operations'],1
CWE-416,CVE-2019-11487,5,121,1,0,2,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2019-11487,74,1654,1,6,6,20,0,6,1,True,['pointer_operations'],1
CWE-416,CVE-2019-11487,7,169,1,0,3,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2019-11487,83,1627,1,15,7,36,4,5,3,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-45919,20,416,1,5,4,5,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2022-45919,80,1829,1,19,4,38,1,6,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-45919,17,375,1,5,2,5,0,0,1,True,['pointer_operations'],1
CWE-416,CVE-2022-45919,41,858,1,8,5,15,1,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-32233,7,175,1,1,3,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-32233,17,396,1,1,3,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2020-36694,60,1395,1,9,9,9,2,5,2,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,27,636,1,6,8,4,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-36694,55,1311,1,18,6,21,1,7,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2020-36694,140,3886,1,32,16,65,5,14,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,32,729,1,7,5,13,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,133,3730,1,28,15,68,5,14,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,54,1322,1,18,6,21,1,7,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2020-36694,55,1305,1,18,6,21,1,7,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2020-36694,28,621,1,6,8,4,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-36694,14,341,0,5,2,12,2,0,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,46,1106,1,8,8,6,2,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,28,622,1,6,8,4,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-36694,60,1399,1,9,9,9,2,5,2,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,33,728,1,7,5,13,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,106,2621,1,24,16,41,5,12,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,47,1134,0,11,7,27,5,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,48,986,1,16,7,13,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,48,993,1,16,7,13,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36694,47,987,1,16,7,13,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-27835,31,862,1,11,3,18,0,0,1,True,['pointer_operations'],1
CWE-416,CVE-2020-27835,20,537,1,2,5,11,2,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-27835,26,688,1,8,4,21,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-27835,87,2219,1,25,6,31,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2020-27835,14,468,1,5,2,13,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2020-27835,29,801,1,9,5,23,0,2,1,True,['pointer_operations'],1
CWE-416,CVE-2020-27835,70,2044,1,17,7,39,3,4,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2020-27835,40,1034,1,10,5,25,0,5,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2018-9422,115,3297,1,22,8,25,0,11,0,True,['pointer_operations'],1
CWE-416,CVE-2023-25012,35,790,1,10,4,14,1,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-25012,33,866,1,6,5,18,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2023-25012,70,2031,1,12,6,48,17,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-38457,32,879,1,10,7,15,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-38457,63,1559,1,13,8,22,1,10,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-38457,46,1335,1,12,7,27,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2022-38457,72,1948,1,19,6,38,0,10,0,True,['pointer_operations'],1
CWE-416,CVE-2022-38457,55,1543,1,20,9,10,0,8,1,True,['pointer_operations'],1
CWE-416,CVE-2022-38457,44,1137,1,13,6,16,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2022-38457,40,1051,1,13,6,12,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-38457,33,858,1,10,7,15,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-38457,19,444,0,6,3,4,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2019-15920,74,2124,1,15,10,51,2,10,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2020-10720,36,890,0,13,4,9,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,9,193,1,2,1,8,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,4,72,1,1,1,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,23,510,1,9,3,7,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,4,82,1,2,1,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,4,74,1,2,1,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,11,225,1,3,2,9,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,28,654,1,7,3,8,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2318,37,975,1,12,3,10,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,32,752,1,11,5,10,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,41,1076,1,11,2,21,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,20,479,1,7,2,16,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,7,174,1,3,2,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,22,569,1,9,3,8,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,8,229,1,4,1,7,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,45,1261,1,17,5,14,0,7,0,True,['pointer_operations'],1
CWE-416,CVE-2019-10125,71,1949,1,21,4,64,0,8,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19767,30,1052,1,7,3,15,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19767,35,943,1,9,6,5,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-7053,7,131,1,1,3,0,0,0,0,True,[],0
CWE-416,CVE-2020-7053,33,705,1,8,2,17,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2020-7053,9,286,1,3,2,9,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2020-7053,54,1122,1,16,7,11,0,7,0,True,['pointer_operations'],1
CWE-416,CVE-2020-7053,31,684,1,6,6,11,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2020-7053,35,729,1,14,4,15,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3610,17,419,1,5,4,0,0,0,1,True,[],0
CWE-416,CVE-2023-3610,24,473,1,3,3,11,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3610,50,1086,1,6,6,24,5,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-3610,5,174,1,2,2,0,0,0,0,True,[],0
CWE-416,CVE-2023-3610,14,335,1,3,3,4,0,1,1,True,['pointer_operations'],1
CWE-416,CVE-2023-3610,11,317,1,3,3,3,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3610,20,499,0,7,2,5,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-3610,22,396,1,3,3,10,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3610,13,283,1,3,3,4,0,1,1,True,['pointer_operations'],1
CWE-416,CVE-2023-3610,13,280,1,2,2,9,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2021-3348,58,1240,1,11,5,25,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2014-2851,25,618,1,9,7,5,2,2,2,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2018-9517,159,4212,1,32,10,78,48,31,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2022-1882,35,793,1,9,6,10,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1882,30,847,1,15,5,33,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1882,69,1585,1,22,5,41,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1882,63,1555,1,14,7,39,3,6,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2019-19768,7,184,1,1,3,1,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,39,927,1,9,2,16,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,71,1469,1,13,7,22,0,17,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,16,406,1,7,2,3,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,12,205,1,3,2,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,12,327,1,4,3,6,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,14,305,1,2,4,1,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,5,94,1,2,1,0,0,0,0,True,[],0
CWE-416,CVE-2019-19768,7,188,1,1,2,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,19,517,1,10,4,6,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,11,204,1,4,1,5,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19768,18,528,1,8,4,11,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-41218,44,1084,1,8,5,29,2,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-41218,19,475,1,5,1,20,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,34,693,1,7,5,7,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,31,668,0,11,3,15,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,113,2616,1,29,9,28,0,15,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,13,271,0,4,2,4,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,41,977,1,9,5,11,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,48,1034,0,10,4,16,0,7,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,45,980,1,9,5,8,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,96,2500,1,16,8,37,0,11,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,28,658,1,6,2,4,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-20566,13,265,0,4,2,4,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2018-16884,249,6507,1,49,9,93,2,24,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2018-16884,7,179,1,1,2,3,1,0,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2018-16884,12,299,1,2,2,9,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2018-16884,72,2063,1,17,6,82,7,4,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2021-39800,61,1550,0,19,5,12,0,7,0,True,"['buffer_variables', 'pointer_operations']",2
CWE-416,CVE-2022-3977,32,745,1,11,3,19,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-3977,33,775,1,10,3,11,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2020-27786,25,761,1,5,4,18,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2020-27786,59,1659,1,10,4,30,0,11,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2020-27786,39,1177,1,6,5,21,0,6,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2023-45898,41,977,1,13,4,9,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2020-0433,23,528,1,4,5,6,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-0433,38,1079,1,14,2,16,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2023-1249,277,8038,1,63,17,71,5,32,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-1249,62,1812,1,17,5,64,0,4,1,True,['pointer_operations'],1
CWE-416,CVE-2023-1249,55,1382,1,10,7,26,0,5,2,True,['pointer_operations'],1
CWE-416,CVE-2021-1048,43,1276,1,12,8,31,0,4,1,True,['pointer_operations'],1
CWE-416,CVE-2023-35829,9,236,1,4,2,4,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-35824,29,795,1,14,5,24,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2017-18218,16,441,1,5,3,10,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2020-12657,19,622,1,2,3,1,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-1872,87,2546,1,20,4,48,3,17,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-1872,33,796,1,5,8,17,0,7,0,True,['pointer_operations'],1
CWE-416,CVE-2023-1872,24,533,1,10,3,13,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-1872,29,634,1,5,6,11,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2023-1872,54,1419,0,16,6,20,0,10,0,True,['pointer_operations'],1
CWE-416,CVE-2023-1872,19,396,1,7,3,7,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19525,23,534,1,12,2,13,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2018-5873,51,1235,0,18,6,27,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2023-51781,52,1094,1,9,7,5,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2021-3483,45,1079,1,11,3,19,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2018-10902,28,879,1,2,4,21,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2018-10902,24,708,1,2,4,15,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2021-0941,47,1253,0,17,5,3,0,7,0,True,['pointer_operations'],1
CWE-416,CVE-2021-0941,39,1365,1,8,3,4,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2017-6874,12,267,1,5,1,6,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2017-6874,32,737,0,12,4,13,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2017-7374,56,1427,1,15,8,19,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2017-7374,66,1694,1,10,5,55,1,11,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2017-7374,9,185,1,3,1,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2017-7374,12,331,1,1,2,4,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2017-7374,45,1309,1,9,3,12,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2019-8912,6,91,1,1,1,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-0240,20,462,1,9,3,13,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-0240,33,837,1,6,2,41,0,7,0,True,['pointer_operations'],1
CWE-416,CVE-2023-0240,56,1485,1,17,4,35,2,8,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-0240,10,214,1,2,4,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-0240,68,2177,1,17,3,94,2,11,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-47946,26,646,1,8,4,12,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-47946,18,510,1,5,2,14,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-47946,40,980,1,13,3,14,0,5,1,True,['pointer_operations'],1
CWE-416,CVE-2022-47946,126,3874,1,23,4,61,0,16,0,True,['pointer_operations'],1
CWE-416,CVE-2022-47946,30,1005,1,11,1,17,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-47946,28,731,1,12,3,16,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2022-47946,99,2429,0,22,5,30,0,19,0,True,['pointer_operations'],1
CWE-416,CVE-2019-20934,147,3260,1,39,5,35,2,24,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1652,10,257,1,2,0,4,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1652,27,657,1,6,1,11,1,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1652,48,1363,1,8,0,13,13,9,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1652,18,551,1,2,0,12,7,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2017-17053,15,412,1,2,2,4,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,51,1364,1,11,3,32,1,9,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-5633,34,895,1,10,7,16,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,52,1282,0,12,7,13,3,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-5633,16,344,1,3,3,3,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,13,400,1,3,4,12,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,51,1341,1,15,5,34,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,66,1747,1,21,5,40,1,8,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-5633,165,4742,1,34,15,115,1,25,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-5633,46,1319,1,9,6,5,0,4,0,True,"['buffer_variables', 'pointer_operations']",2
CWE-416,CVE-2023-5633,5,111,1,2,1,3,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,28,632,1,5,4,15,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,18,359,1,4,3,4,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,40,970,1,11,9,14,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,25,635,1,2,5,11,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,53,1393,1,19,5,45,1,7,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-5633,34,965,1,10,7,16,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,132,3522,1,42,11,39,0,8,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-416,CVE-2023-5633,37,906,1,6,5,9,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2023-5633,49,1295,1,11,5,10,0,6,0,True,['pointer_operations'],1
